의안번호,의안명,제안일자,제안자구분,의결일자,의결결과,제안회기,제안이유,소관위원회,제안자
1900878,  전원개발촉진법 일부개정법률안(전정희의원 등 20인),2012-07-26,의원,2015-12-31,대안반영폐기,제19대 (2012~2016) 제309회,"['제안이유현행법은 고압 송전선로를 설치하고자 하는 전원개발사업자가 전원개발사업 실시계획을 수립하여 지식경제부장관의 승인을 받기 전에 사업시행계획의 열람 및 설명회를 통하여 대상사업의 시행으로 영향을 받게 되는 지역의 주민 및 관계 전문가 등의 의견을 듣도록 하고 있음.그러나 고압 송전선로 시설사업은 공익목적을 위한 기간사업으로 전기공급을 위한 필수기반시설임에도 불구하고 송전선로에서 나오는 전자파가 인체에 피해를 준다는 혐오시설로 인식되어 선로주변 인접 주민들과 마찰이 빈번하게 일어남에 따라 사업추진이 원활히 진행되지 못하고 있고, 주민들의 의견청취제도가 형식적이고 실효성이 없다는 비판에 직면하고 있으며, 전원개발사업에 관한 중요사항을 심의하는 전원개발사업추진위원회의 위원 구성도 지역 전문가 등이 배제되어 있는 실정임.이에 전원개발사업을 시행하려는 전원개발사업자로 하여금 사업을 추진하기 전에 공청회를 개최하여 전원개발사업구역의 주민들과 해당 지방의회의 의견을 듣고 주변지역 토지소유자의 동의를 받도록 하며, 지식경제부장관은 전원개발사업을 관할하는 시장·군수·구청장의 의견을 듣도록 하여 전원개발사업에 관한 충분한 의견수렴이 이루어지도록 하려는 것임.또한 전원개발사업시 시행하는 환경영향평가 협의내용의 이행확인, 이행관련 자료의 제출 요청, 사업장에 대한 조사 및 이행을 위한 조치명령에 관한 지식경제부장관의 권한을 시장·군수·구청장에게 위임할 수 있도록 하여 전원개발사업의 시행으로 환경에 중대한 영향을 미친다고 판단되는 경우 주민등의 의견을 들어 공사중지 요청을 지식경제부장관에게 할 수 있도록 하며, 전원개발사업추진위원회의 위원 구성을 다양화하여 전원개발사업의 이해당사자인 해당 지역 주민들의 의사를 보다 충실히 반영할 수 있도록 하려는 것임.주요내용가. 전원개발사업추진위원회의 심의사항을 법률에 직접 규정하고, 위원회 구성을 당연직위원과 위촉위원으로 다양화 함(안 제4조).나. 지식경제부장관은 전원개발사업 실시계획의 승인 또는 변경승인을 하려는 경우 미리 해당 전원개발사업구역을 관할 하는 시장·군수·구청장과 협의하도록 함(안 제5조제4항).다. 전원개발사업자는 전원개발사업 실시계획의 승인 또는 변경승인을 받으려는 경우 미리 사업시행계획의 열람 및 공청회를 개최하여 지역 주민등의 의견을 들은 후 대통령령으로 정하는 지역의 전체 면적 3분의 2 이상에 해당하는 토지소유자의 동의를 받도록 하고, 해당 지방의회의 의견을 듣도록 함(안 제5조의2).라. 지식경제부장관은 전원개발사업에 관한 협의내용의 이행확인, 이행 관련 자료의 제출 요청, 사업장에 대한 조사, 이행명령에 관한 권한을 해당 전원개발사업구역을 관할하는 시장·군수·구청장에게 위임할 수 있도록 하고, 시장·군수·구청장은 이행명령을 따르지 않아 환경에 중대한 영향을 미친다고 판단되는 경우 지역 주민등의 의견을 들어 지식경제부장관에게 사업의 전부 또는 일부에 대한 공사중지명령을 요청할 수 있도록 함(안 제5조의3 신설).']",산업통상자원위원회,"['전정희(민주당/全正姬)', '강동원(통합진보당/姜東遠)', '김관영(민주당/金寬永)', '김기준(민주당/金基俊)', '김성곤(민주당/金星坤)', '김승남(민주당/金承南)', '김장실(새누리당/金長實)', '김재윤(민주당/金才允)', '남경필(새누리당/南景弼)', '문병호(민주당/文炳浩)', '민홍철(민주당/閔洪喆)', '배기운(민주당/裵奇雲)', '유기홍(민주당/柳基洪)', '유대운(민주당/劉大運)', '윤후덕(민주당/尹厚德)', '이미경(민주당/李美卿)', '이석현(민주당/李錫玄)', '인재근(민주당/印在謹)', '최민희(민주당/崔敏姬)', '홍종학(민주당/洪鍾學)']"
1900877,  데이터베이스산업 진흥법안(김을동의원 등 10인),2012-07-26,의원,2013-06-04,철회,제19대 (2012~2016) 제309회,"['제안이유최근 스마트폰의 보급이 확산되면서 고품질의 데이터베이스 제작ㆍ유통에 대한 수요가 높아지고 빅데이터 시대의 도래로 경제적 자산으로서 데이터에 대한 가치가 증대되고 있는 반면, 데이터 관리 실패로 인한 치명적인 사회적 문제가 발생하면서 데이터베이스의 효율적인 관리가 매우 강조되고 있는 실정임.그러나 이러한 데이터베이스의 제작ㆍ관리ㆍ유통ㆍ서비스를 아우르는 데이터베이스 산업의 지원체계가 문화체육관광부, 지식경제부 및 행정안전부 등으로 분리되어 있어 통합적인 지원이 미흡하고, 산재되어 있는 현행법의 데이터베이스 관련 규정은 데이터베이스 개발의 근거일 뿐 활용 및 관리 규정은 미흡함.또한 영세한 데이터베이스 사업자가 부가가치 높은 데이터베이스를 제작 및 활용하도록 지원하는 법적 근거가 미흡하여 어려움이 있으며, 데이터베이스 산업을 소프트웨어 산업 및 콘텐츠 산업 등 연관산업과 분리하여 독자산업으로 보호ㆍ육성하기에도 한계가 있음.미국, 일본 및 EU 등 선진국의 데이터베이스 산업의 진흥을 위한 입법례를 참조하여 우리나라 실정에 맞는 데이터베이스의 활용기반 강화와 관련 산업의 진흥을 위한 법적 제도적 방안의 마련이 시급한 실정임.이에 데이터베이스 산업의 진흥 등에 관한 사항을 정한 법을 제정하여 데이터베이스 산업 발전의 기반을 조성하고 데이터베이스 산업의 경쟁력을 강화함으로써 국민생활을 향상시키고 국민경제의 발전에 이바지 하려는 것임.주요내용가. 데이터베이스 산업의 진흥에 필요한 사항을 정함으로써 데이터베이스 산업 발전의 기반을 조성하고 데이터베이스 산업의 경쟁력을 강화하여 국민생활의 향상과 국민경제의 발전에 이바지함을 이 법의 목적으로 함(안 제1조).나. 문화체육관광부장관은 필요한 경우 관계 중앙행정기관의 장과 협의하여 데이터베이스 산업을 진흥하기 위한 기본계획을 5년마다 수립하도록 하고, 데이터베이스 산업의 진흥과 관련된 중앙행정기관의 장은 기본계획에 따라 매년 소관별 시행계획을 수립ㆍ시행하도록 함(안 제3조 및 제4조).다. 문화체육관광부장관은 데이터베이스 제작과 활용을 촉진할 수 있도록 데이터베이스 사업자를 지원하는 방안을 마련하도록 함(안 제7조).라. 문화체육관광부장관은 데이터베이스의 제작ㆍ활용 등을 위한 각종 산업 표준화 활동을 지원하도록 함(안 제8조).마. 문화체육관광부장관은 데이터베이스의 품질향상을 위한 품질기준과 검사방안, 품질에 대한 불만 처리 및 피해구제 방안을 마련하도록 함(안 제9조).바. 문화체육관광부장관은 데이터베이스 품질인증 사업을 수행할 수 있도록 함(안 제10조).사. 문화체육관광부장관은 데이터베이스 산업 진흥에 필요한 전문 인력을 양성하기 위해 인력 수요 대책 등이 포함된 시책을 마련하도록 함(안 제13조).아. 문화체육관광부장관은 데이터베이스 기획, 제작, 운영, 이관 등 데이터베이스 사업에 대한 계약을 체결하는 경우 원가계산업무에 활용할 수 있는 대가기준을 정하여 고시하고 그 기준에 따를 것을 권고할 수 있도록 함(안 제18조).자. 문화체육관광부장관은 데이터베이스 산업의 진흥을 위하여 데이터베이스 사업자로 하여금 기술인력 및 사업수행실적 등을 문화체육관광부장관에게 신고하게 할 수 있도록 함(안 제20조).차. 문화체육관광부장관은 필요한 경우 관계 중앙행정기관의 장과 협의하여 데이터베이스의 소재가 된 데이터가 제공자의 의사에 반하여 임의로 유출되거나 위ㆍ변조되지 아니하도록 소재데이터 보호방안을 마련하도록 함(안 제22조).카. 데이터베이스 산업의 진흥을 효율적으로 지원하기 위하여 문화체육관광부장관 소속으로 한국데이터베이스진흥원을 설립하도록 함(안 제23조).']",미래창조과학방송통신위원회,"['김을동(새누리당/金乙東)', '김영우(새누리당/金榮宇)', '노철래(새누리당/盧喆來)', '서용교(새누리당/徐瑢敎)', '유승우(새누리당/柳勝優)', '윤명희(새누리당/尹明熙)', '이명수(자유선진당/李明洙)', '이재영(새누리당/李宰榮)', '정의화(새누리당/鄭義和)', '현영희(새누리당/玄永姬)']"
1900876,  쌀소득 등의 보전에 관한 법률 일부개정법률안(김춘진의원 등 10인),2012-07-26,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제309회,"['제안이유최근 발표된 농협경제연구소의 쌀농가 경영실태 연구결과에 따르면 쌀 가격 하락과 생산비 상승 등으로 2010년 농가당 쌀소득은 2005년 대비 20.5% 감소하였음.또한 쌀소득보전직불제가 있어도 쌀 생산 농가의 경영환경은 지속적으로 악화되고 있는 것으로 나타나 농가소득보전에 대한 대책마련이 시급함.따라서 쌀 생산 농가의 소득안정을 위하여 쌀소득보전직불금 지급액을 현실화하고, 목표가격 산정방식에 물가상승률과 쌀 생산비를 반영하도록 하려는 것임.주요내용가. 고정직접지불금의 지급금액은 농지 1만제곱미터당 100만원으로 함(안 제9조).나. 목표가격 산정은 쌀의 평균 수확기 가격변동을 고려하여 정하되, 5년간의 물가상승률 및 쌀 생산비 인상률을 반영하도록 함(안 제10조).다. 변동직접지불금의 목표가격 보전율을 95%로 함(안 제11조제2항).']",농림축산식품해양수산위원회,"['김춘진(민주당/金椿鎭)', '강기정(민주당/姜琪正)', '김근태(새누리당/金瑾泰)', '김영록(민주당/金瑛錄)', '노웅래(민주당/盧雄來)', '유성엽(무소속/柳成葉)', '이명수(자유선진당/李明洙)', '정문헌(새누리당/鄭文憲)', '최규성(민주당/崔圭成)', '홍문표(새누리당/洪文杓)']"
1900875,  조세특례제한법 일부개정법률안(나성린의원 등 16인),2012-07-26,의원,2013-01-01,대안반영폐기,제19대 (2012~2016) 제309회,"['제안이유 및 주요내용현재 농업？임업？어업용 석유류 및 한국해운조합에 공급하는 석유류에 대한 부가가치세, 개별소비세, 교통？에너지？환경세, 교육세 및 주행세 등의 감면제도를 통해 농어촌의 소득보전 및 경쟁력 강화에 기여하고 있음.그러나 현행 면세유 공급대상에 어업기계에 대한 명확한 정의가 법에 명시되어 있지 않아, 어민이 어획하거나 채취한 수산물, 어업용 기자재, 사료 등을 운반하는데 지원을 받지 못해 어려움을 겪고 있는 상황임.이에 어업기계를 법에 명시하여, 농업기계와의 차별을 없애고, 어민들에게도 혜택을 주어 FTA 이후 어민들이 입을 경제적 피해가 심각한 만큼 소득보전과 경쟁력 확보에 기여하고자 함(안 제106조의2제3항 및 제5항).']",기획재정위원회,"['나성린(새누리당/羅城麟)', '강길부(새누리당/姜吉夫)', '강석호(새누리당/姜碩鎬)', '권은희(새누리당/權恩嬉)', '김영우(새누리당/金榮宇)', '김현숙(새누리당/金賢淑)', '서용교(새누리당/徐瑢敎)', '안홍준(새누리당/安鴻俊)', '안효대(새누리당/安孝大)', '이종진(새누리당/李鐘鎭)', '이현재(새누리당/李賢在)', '장윤석(새누리당/張倫碩)', '정문헌(새누리당/鄭文憲)', '정희수(새누리당/鄭熙秀)', '주영순(새누리당/朱永順)', '홍지만(새누리당/洪志晩)']"
1900873,  사회기반시설에 대한 민간투자법 일부개정법률안(강길부의원 등 11인),2012-07-25,의원,2012-11-22,대안반영폐기,제19대 (2012~2016) 제309회,"['제안이유「산업집적 활성화 및 공장설립에 관한 법률」에 따른 산업집적기반시설을 사회기반시설에 포함하여 산업단지 구조고도화 사업의 효율적 추진을 도모하고, 정부조달협정 등이 적용되는 민간투자사업의 범위를 정함으로써 민간투자사업에 정부조달협정 등이 적용됨을 명확하게 하며, 민간투자사업 실시계획 승인에 따른 인가ㆍ허가 등의 의제 처리를 위한 협의기간을 30일에서 20일로 단축하고 일괄협의회를 구성하여 협의를 진행하게 함으로써 민간투자사업이 신속하게 추진될 수 있도록 하고, 정부조달협정 등의 적용 범위와 관련된 사항 등으로 인하여 불이익을 받은 자가 주무관청에 이의신청을 할 수 있도록 함으로써 신속한 분쟁해결을 도모하려는 것임.주요내용가. 「산업집적 활성화 및 공장설립에 관한 법률」제2조제9호에 따른 산업집적기반시설을 사회기반시설에 포함하고자 함(안 제2조).나. 정부조달협정 등이 적용되는 민간투자사업의 범위를 대통령령으로 정하는 주무관청이 추진하는 민간투자사업 중 총사업비가 기획재정부장관이 정하여 고시하는 금액 이상인 민간투자사업으로 정하고, 정부조달협정등에 규정된 내용으로서 대통령령으로 정하는 사항은 국제입찰에서 제외하도록 하며, 민간투자사업의 목적과 성질을 고려하여 정부조달협정등이 적용되지 아니하는 사업에 대해 국제입찰이 가능하도록 규정함(안 제3조의2 신설).다. 민간투자사업 실시계획 승인에 따른 인가ㆍ허가 등의 의제 처리를 위한 협의기간을 30일에서 20일로 단축하고 일괄협의회를 구성하여 협의를 진행하게 함으로써 민간투자사업이 신속하게 추진될 수 있도록 함(안 제17조).라. 정부조달협정 등의 적용 범위와 관련된 사항 등으로 인하여 불이익을 받은 자에 대해서는 주무관청에 이의신청을 할 수 있도록 제도를 신설함(안 제44의2 신설).']",기획재정위원회,"['강길부(새누리당/姜吉夫)', '강기윤(새누리당/姜起潤)', '김광림(새누리당/金光琳)', '나성린(새누리당/羅城麟)', '박대동(새누리당/朴大東)', '안효대(새누리당/安孝大)', '윤진식(새누리당/尹鎭植)', '이만우(새누리당/李萬雨)', '이종훈(새누리당/李宗勳)', '이채익(새누리당/李埰益)', '정수성(새누리당/鄭壽星)']"
1900872,  국가를 당사자로 하는 계약에 관한 법률 일부개정법률안(강길부의원 등 12인),2012-07-25,의원,2012-11-22,수정가결,제19대 (2012~2016) 제309회,"['제안이유국가를 당사자로 하는 계약의 전 과정에서 공정성？투명성을 확보하기 위하여 청렴계약의 근거를 만들고 그 실효성을 확보하기 위하여 이를 위반한 때에는 해당 입찰？낙찰을 취소하거나 계약을 해제？해지하도록 하고,하도급업체와 중소기업, 소상공인들에게 하도급 대금이 제대로 지불되지 않고 있는 현실을 감안하여 하도급대금 지급 관련 법령을 위반한 계약상대자는 향후 1년간 모든 공공공사에 있어서 발주기관이 하도급대금을 직접 지불하는 것에 합의한다는 내용의 확약서를 제출하는 경우에 한해 입찰에 참가시키며,또한, 부정당업자의 위반행위에 대한 책임이 경미하거나 유효한 경쟁입찰이 명백히 성립되지 않는 경우에는 입찰 참가자격 제한에 갈음하여 과징금을 부과할 수 있도록 하고,국내입찰의 경우에도 국제입찰과 같이 정부조달계약을 위한 입찰 및 계약의 과정에서 분쟁 발생시 이의신청을 할 수 있도록 하는 한편 국제계약분쟁조정위원회를 확대한 국가계약분쟁조정위원회를 설치하도록 하여 소송으로 진행되기 전에 분쟁을 조정할 수 있도록 하려는 것임.그 밖에 현행 제도의 운영상 나타난 일부 미비점을 개선ㆍ보완하는 한편, 법 문장을 원칙적으로 한글로 적고, 어려운 용어를 쉬운 용어로 바꾸며, 길고 복잡한 문장은 체계 등을 정비하여 간결하게 하는 등 국민이 법 문장을 이해하기 쉽게 정비하려는 것임.주요내용가. 중앙관서의 장 또는 계약담당공무원은 투명성 및 공공성을 높이기 위해 계약상대자로 하여금 계약 이행의 전 과정에 걸쳐 금품, 향응 등을 직？간접적으로 주거나 받지 않을 것을 약정하는 조건으로 계약(청렴계약)을 체결해야 하며, 이를 위반한 때에는 해당 입찰？낙찰을 취소하거나 계약을 해제？해지하도록 함(안 제5조의2 및 안 제5조의3 신설).나. 다른 법령에 따라 품질인증을 받은 물품 또는 품질관리능력을 인증받은 자가 제조한 물품에 대해서는 검사를 면제할 수 있도록 함(안 제14조제3항 신설).다. 긴급한 재해복구를 위한 계약의 경우 입찰 소요기간 등으로 인하여 공사 착수가 지연되거나 긴급성 등을 사유로 수의계약을 남발하게 되어 부실공사와 특혜의 소지가 있으므로, 긴급한 재해복구를 위한 계약에 대하여 개산계약을 체결할 수 있도록 함(안 제23조).라. 입찰 참가자격 제한의 원인이 되는 위반행위에 대한 부정당업자의 책임이 경미하거나 유효한 경쟁입찰이 명백히 성립되지 않는 경우에는 입찰 참가자격 제한을 갈음하여 계약금액 또는 추정가격의 100분의 10 또는 100분의 30에 해당하는 금액 이하의 과징금을 부과할 수 있도록 함(안 제27조의2, 3 신설).마. 각 중앙관서의 장 또는 계약담당공무원은 계약상대자가 하도급 대금지급 관련법령을 위반한 경우 동 계약상대자에 대하여는 향후 1년간 모든 공공계약에 대하여 발주기관이 하도급대금을 하수급인에 대해 직접 지급하는 것에 대하여 합의한다는 내용의 확약서를 제출하는 경우에 한해 입찰참가를 허용하여야 함(안 제27조의4 신설).바. 국내입찰의 경우에도 국제입찰과 같이 정부조달계약을 위한 입찰 및 계약의 과정에서 분쟁 발생시 이의신청을 할 수 있도록 하는 한편 국제계약분쟁조정위원회를 확대한 국가계약분쟁조정위원회를 설치하도록 하여 소송으로 진행되기 전에 분쟁을 조정할 수 있도록 함(안 제28조제1항？제4항 및 제29조제1항).']",기획재정위원회,"['강길부(새누리당/姜吉夫)', '강기윤(새누리당/姜起潤)', '김광림(새누리당/金光琳)', '나성린(새누리당/羅城麟)', '박대동(새누리당/朴大東)', '안효대(새누리당/安孝大)', '윤진식(새누리당/尹鎭植)', '이만우(새누리당/李萬雨)', '이재영(새누리당/李宰榮)', '이종훈(새누리당/李宗勳)', '이채익(새누리당/李埰益)', '정수성(새누리당/鄭壽星)']"
1900870,  조약의 체결ㆍ비준 절차 등에 관한 기본법안(박영선의원 등 10인),2012-07-25,의원,2016-05-29,임기만료폐기,제19대 (2012~2016) 제309회,"['제안이유헌법에 따라 체결？공포된 조약은 국내법과 같은 효력을 지니며, 국가의 중요정책이나 국민의 권리？의무에 직접적이고 중대한 영향을 미침.그러나 조약을 체결하는데 있어 국회의 권한은 조약의 비준에 대한 동의권만을 행사함에 따라 국민의 권리와 이해와 직결되는 조약안의 경우에도 그 대책이나 사후 지원이 시기의 적절성과 실효성을 담보하는데 미흡하여 국민의 기본권을 보장하는데 미흡하다는 지적이 끊이지 않음.이에 조약을 체결함에 있어 일반적이고 기본적인 절차를 규정함과 아울러 조약체결계획을 수립하여 이를 국회에 보고하도록 하고, 조약 체결 관련 사항을 국민 일반에 예고하게 하는 등 정부가 행하는 조약 체결 과정 전반에 걸쳐 민주주의원리에 적합하도록 규정하기 위하여 이 법을 제정함.주요내용가. 외교통상부장관은 조약체결심의위원회의 심의를 거쳐 매년 1월 말까지 조약체결계획을 수립하고, 국회에 지체 없이 보고하도록 함(안 제5조 및 제6조).나. 조약체결계획의 수립 등에 관한 사항을 심의하기 위해 국무총리 소속으로 조약체결심의위원회를 두고, 이에 관한 자문을 위하여 민간으로 구성하는 분야별자문위원회를 둘 수 있도록 함(안 제7조 및 제8조).다. 외교통상부장관은 조약 체결을 위한 협상을 개시하기 전에 관계 중앙행정기관의 장과 협의하여 조약문안을 작성하도록 함(안 제9조제1항).라. 외교통상부장관은 작성된 조약문안 등을 예고하도록 함(안 제10조).마. 외교통상부장관은 조약 체결을 위한 협상을 개시하려는 경우 관계 중앙행정기관의 장의 추천을 받아 정부대표를 임명 또는 임명제청하고 협상단을 구성하도록 함(안 제12조).바. 외교통상부장관은 협상의 주요 진행상황을 국회에 보고하고, 국회는 협상방향 등에 관한 의견을 제시할 수 있도록 함(안 제13조).사. 외교통상부장관은 서명한 조약안이 「대한민국 헌법」 제60조제1항에 해당하는 조약인 경우 비준동의안을 국회에 제출하도록 함(안 제17조).아. 외교통상부장관은 체결？공포된 조약에 관하여 매년 그 이행상황을 평가하고 이를 국회에 보고하도록 함(안 제22조).자. 다자조약, 간이조약에 대한 특례조항을 둠(안 제26조 및 제27조).']",외교통일위원회,"['박영선(민주당/朴映宣)', '김동철(민주당/金東喆)', '민병두(민주당/閔丙두)', '백재현(민주당/白在鉉)', '신경민(민주당/辛京珉)', '안민석(민주당/安敏錫)', '우원식(민주당/禹元植)', '이인영(민주당/李仁榮)', '이춘석(민주당/李春錫)', '장병완(민주당/張秉浣)']"
1900869,  조세특례제한법 일부개정법률안(나성린의원 등 17인),2012-07-25,의원,2013-01-01,대안반영폐기,제19대 (2012~2016) 제309회,"['제안이유 및 주요내용최근 유럽의 재정위기로 인하여 우리나라의 재정건전성에 대한 국민들의 우려가 증가하고 있음. 아울러 향후 노령화와 양극화 등으로 인한 복지지출 증대 등으로 국가재정의 부담이 크게 늘어날 것으로 예상됨.재정건전성을 확보하기 위해서는 불필요한 재정지출을 줄이는 한편, 고소득자에 대한 조세부담률을 높여 과세기반을 확대할 필요가 있음.이에 고소득 법인의 경우 세법상 각종 감면을 받더라도 최소한의 세금을 납부하도록 하는 최저한세율을 상향조정하여 과세표준 1천억원 초과 법인에 대하여는 현행 14%에서 15%로, 200억원 초과 1천억원 이하 법인에 대하여는 현행 11%에서 12%로 상향하고, 100억원 초과 200억원 이하 법인에 대하여는 경기침체 등으로 인한 어려움을 고려하여 세부담을 경감시키기 위하여 최저한세율을 현행 11%에서 10%로 하향조정하려는 것임(안 제132조제1항).']",기획재정위원회,"['나성린(새누리당/羅城麟)', '강길부(새누리당/姜吉夫)', '강석호(새누리당/姜碩鎬)', '권은희(새누리당/權恩嬉)', '김영우(새누리당/金榮宇)', '김현숙(새누리당/金賢淑)', '서용교(새누리당/徐瑢敎)', '안홍준(새누리당/安鴻俊)', '안효대(새누리당/安孝大)', '이만우(새누리당/李萬雨)', '이종진(새누리당/李鐘鎭)', '이현재(새누리당/李賢在)', '장윤석(새누리당/張倫碩)', '정문헌(새누리당/鄭文憲)', '정희수(새누리당/鄭熙秀)', '주영순(새누리당/朱永順)', '홍지만(새누리당/洪志晩)']"
1900868,  국가채권 관리법 일부개정법률안,2012-07-25,정부,2013-07-02,원안가결,제19대 (2012~2016) 제309회,"['제안이유체납된 국가채권에 대한 관리를 강화하여 재정수입을 확충하고 국민부담의 형평성을 제고하기 위하여 각 중앙관서의 장이 국가채권 체납액 회수업무를 한국자산관리공사 또는 신용정보회사에 위탁할 수 있도록 하고, 채무자의 체납액이나 관리정지된 채권에 관한 자료를 신용정보집중기관 등에 제공할 수 있도록 하며, 체납자의 은닉재산을 신고한 자에게 포상금을 지급할 수 있도록 근거를 신설하는 등 현행 제도의 운영상 나타난 일부 미비점을 개선ㆍ보완하려는 것임.주요내용가. 국가채권 체납액 회수업무의 위탁(안 제14조의2 및 제14조의3 신설)1) 국가채권을 관리하는 각 중앙관서의 인력부족과 채무자의 재산정보 부족 등으로 적극적인 국가채권 관리에 한계가 있었음.2) 체납된 국가채권 관리를 강화하기 위하여 각 중앙관서의 장이 채권 추심업무에 전문성을 갖춘 한국자산관리공사 또는 신용정보회사에 체납자의 주소 또는 거소 확인, 재산조사, 안내문 발송과 전화ㆍ방문 상담 등 국가채권 체납액 회수업무를 위탁할 수 있도록 하고, 수탁받은 기관은 위탁받은 업무를 제3자에게 다시 위탁할 수 없도록 함.나. 신용정보집중기관 등에 체납 및 관리정지 자료의 제공(안 제25조의2 신설)1) 각 중앙관서의 장은 체납액의 회수 등을 위하여 신용정보집중기관 등이 고액체납자의 인적사항, 체납액 또는 관리정지된 채권액 등에 관한 자료를 요구한 경우 그 자료를 제공할 수 있도록 함.2) 고액체납자의 체납액 납부를 유도하고 국가채권 체납액 회수의 효율성을 도모할 수 있을 것으로 기대됨.다. 체납자 은닉재산의 신고자에 대한 포상금 지급(안 제38조 신설)1) 각 중앙관서의 장은 체납자의 은닉재산을 신고한 자에게 1억원의 범위에서 포상금을 지급할 수 있도록 하고, 포상금 지급과 관련된 업무를 담당하는 공무원은 신고자 또는 자료 제공자의 신원 등 신고와 관련된 사항을 그 목적 외의 용도로 사용하거나 타인에게 제공 또는 누설할 수 없도록 함.2) 체납자의 은닉재산을 신고한 사람에 대한 포상금 지급근거를 신설함으로써 체납자 은닉재산의 파악을 통한 국가채권 회수업무의 효율성을 높일 수 있을 것으로 기대됨.']",기획재정위원회,[]
1900867,  소득세법 일부개정법률안(나성린의원 등 17인),2012-07-25,의원,2013-01-01,대안반영폐기,제19대 (2012~2016) 제309회,"['제안이유최근 세계적인 경제위기에 따라 우리나라의 경제 여건도 악화되고 있으며, 이에 따라 계층 간 소득 수준의 양극화도 심해지고 있는 실정임. 우리나라의 경우 국민의 조세부담률이 19.3%에 불과한 실정이어서 조세를 통한 소득 재분배가 효과적으로 이루어지지 못하고, 양극화 문제를 해소하기 위한 재정을 확보하기도 어려운 실정임.이에 금융소득종합과세의 기준금액 및 주식양도차익과세의 기준이 되는 주식소유 비율과 주식가액 기준을 하향조정하여 조세를 통한 소득 재분배 효과를 강화하려는 것임.주요내용가. 금융소득 종합과세 기준금액을 4천만원에서 2천만원으로 하향 조정함(안 제14조제3항제6호).나. 특정 주권상장법인의 주식을 1,000분의 20(코스닥상장법인 등은 1,000분의 35)이상 소유한 주주와 소유하고 있는 특정 주권상장법인 주식의 시가총액이 70억원(코스닥상장법인 등은 35억원)이상인 주주가 양도하는 주식등에 대하여 양도소득세를 부과함(안 제94조제1항제3호).']",기획재정위원회,"['나성린(새누리당/羅城麟)', '강길부(새누리당/姜吉夫)', '강석호(새누리당/姜碩鎬)', '권은희(새누리당/權恩嬉)', '김영우(새누리당/金榮宇)', '김현숙(새누리당/金賢淑)', '서용교(새누리당/徐瑢敎)', '안홍준(새누리당/安鴻俊)', '안효대(새누리당/安孝大)', '이만우(새누리당/李萬雨)', '이종진(새누리당/李鐘鎭)', '이현재(새누리당/李賢在)', '장윤석(새누리당/張倫碩)', '정문헌(새누리당/鄭文憲)', '정희수(새누리당/鄭熙秀)', '주영순(새누리당/朱永順)', '홍지만(새누리당/洪志晩)']"
